,Year,Cause Name,State,Death Counts,State Population(adjusted by year),"Deaths per 100,000 people",Alcohol Consumption,Drunk Driving Penalties,Legal Driving Age,Rural Freeway Speed Limits,Gun Laws,Summer Temperature,Mean Temperature,Winter Temperature,Unemployment Rate,Average Income,Quality of Life,Kids Proportion,Adult Proportion,Elderly Proportion,Smoking Proportion,Air Pollution,Overweight Proportion,High Blood Pressure Proportion,Gender Ratio,Cancer Death Proportion,AD Death Proportion
1926,2013,Influenza and pneumonia,West Virginia,481,1853873.0,25.95,0.0,0.0,16.0,70.0,5.0,70.2,51.8,32.8,5.4,"43,069",45.0,22.4,62.3,15.3,26.0,7.8,37.7,43.5,0.977,254.49,31.83
1927,2013,Influenza and pneumonia,Washington,768,6962906.0,11.03,1.0,1.0,16.0,70.0,3.0,63.8,48.3,33.0,4.8,"63,922",21.0,22.2,66.6,11.2,13.5,8.0,28.6,29.5,0.988,171.31,47.06
1928,2013,Influenza and pneumonia,Virginia,1442,8253053.0,17.47,1.0,0.0,16.25,70.0,4.0,73.2,55.1,36.8,3.4,"65,907",41.0,22.1,66.7,11.2,16.4,7.2,29.0,32.4,0.9670000000000001,174.65,19.9
1929,2013,Influenza and pneumonia,Vermont,77,626212.0,12.3,0.0,0.0,16.0,65.0,5.0,65.1,42.9,19.4,2.8,"65,513",26.0,18.7,68.6,12.7,15.8,5.2,27.1,30.4,0.975,210.47,42.96
1930,2013,Influenza and pneumonia,Utah,413,2897927.0,14.249999999999998,0.0,0.0,16.0,75.0,4.0,69.6,48.6,28.2,3.1,"61,047",22.0,29.9,61.6,8.5,8.9,8.3,25.4,24.5,1.016,102.51999999999998,14.22
1931,2013,Influenza and pneumonia,United States,56979,316057727.0,18.03,,,,,,,,,,"53,585",,,,,,,,,,185.06,26.82
1932,2013,Influenza and pneumonia,Texas,3339,26489464.0,12.61,1.0,1.0,16.0,85.0,4.0,81.1,64.8,47.9,4.0,"51,406",46.0,26.0,64.1,9.9,15.7,8.6,34.8,32.5,0.987,145.01,19.98
1933,2013,Influenza and pneumonia,Tennessee,1564,6493432.0,24.09,0.0,0.0,16.0,70.0,4.0,75.6,57.6,39.1,3.4,"43,361",28.0,22.4,65.2,12.4,22.6,7.7,29.6,38.7,0.95,214.88,39.05
1934,2013,Influenza and pneumonia,South Dakota,184,842270.0,21.85,1.0,0.0,14.25,75.0,4.0,69.9,45.2,19.5,4.4,"53,413",5.0,24.7,61.0,14.3,19.3,5.4,32.3,30.8,1.0170000000000001,187.23,49.63
1935,2013,Influenza and pneumonia,South Carolina,747,4764153.0,15.68,1.0,0.0,15.5,70.0,3.0,78.4,62.4,46.1,4.5,"43,563",30.0,22.0,65.9,12.1,18.8,7.4,26.6,38.1,0.9420000000000001,204.55,34.07
1936,2013,Influenza and pneumonia,Rhode Island,195,1055122.0,18.48,0.0,0.0,16.5,65.0,3.0,68.8,50.1,31.4,4.8,"56,323",23.0,19.6,65.9,14.5,14.9,7.6,30.7,33.1,0.9390000000000001,220.45,32.79
1937,2013,Influenza and pneumonia,Pennsylvania,2884,12776621.0,22.57,0.0,0.0,16.5,65.0,4.0,68.6,48.8,28.4,4.1,"55,156",44.0,20.8,63.6,15.6,18.7,9.7,30.3,32.6,0.96,223.16,25.6
1938,2013,Influenza and pneumonia,Oregon,496,3922908.0,12.64,1.0,0.0,16.0,65.0,3.0,63.7,48.4,34.0,4.0,"48,999",18.0,21.1,66.1,12.8,16.1,7.7,28.7,30.1,0.983,198.81,33.44
1939,2013,Influenza and pneumonia,Oklahoma,759,3853205.0,19.7,1.0,1.0,16.0,75.0,4.0,79.6,59.6,39.1,4.4,"46,162",17.0,24.4,62.4,13.2,20.1,7.9,32.8,37.7,0.983,208.63,29.72
1940,2013,Influenza and pneumonia,Ohio,2374,11576576.0,20.51,1.0,0.0,16.0,70.0,4.0,70.9,50.7,29.5,2.6,"50,748",40.0,22.3,64.4,13.3,21.1,9.0,31.5,34.7,0.96,215.83,32.81
1941,2013,Influenza and pneumonia,North Dakota,134,721999.0,18.56,0.0,1.0,15.0,75.0,4.0,66.6,40.4,12.2,4.5,"59,152",1.0,23.3,62.0,14.7,18.3,4.5,31.9,29.5,1.058,178.11999999999995,50.28
1942,2013,Influenza and pneumonia,North Carolina,1931,9843599.0,19.62,0.0,0.0,16.0,70.0,4.0,75.7,59.0,42.1,4.6,"46,337",34.0,22.4,65.6,12.0,17.2,7.4,31.8,34.7,0.948,188.84,29.18
1943,2013,Influenza and pneumonia,New York,4892,19628043.0,24.92,1.0,0.0,16.5,65.0,1.0,66.5,45.4,23.3,5.6,"49,966",37.0,20.9,66.2,12.9,14.1,7.0,25.5,29.4,0.9440000000000001,182.08,13.02
1944,2013,Influenza and pneumonia,New Mexico,337,2092792.0,16.1,1.0,1.0,15.5,75.0,4.0,71.4,53.4,36.1,4.6,"40,166",8.0,23.4,64.9,11.7,17.5,5.8,28.3,30.5,0.981,166.38,16.2
1945,2013,Influenza and pneumonia,New Jersey,1356,8858362.0,15.310000000000002,1.0,0.0,17.0,65.0,1.0,72.2,52.7,33.0,2.6,"63,754",49.0,22.0,64.8,13.2,13.7,8.3,27.4,33.0,0.9540000000000001,184.18,20.46
1946,2013,Influenza and pneumonia,New Hampshire,226,1326408.0,17.04,0.0,1.0,16.0,65.0,5.0,65.5,43.8,21.1,4.9,"69,099",4.0,19.3,68.7,12.0,15.7,5.0,26.6,30.0,0.983,194.81,26.46
1947,2013,Influenza and pneumonia,Nevada,513,2776972.0,18.47,1.0,1.0,16.0,75.0,3.0,69.0,49.9,32.2,2.8,"51,846",43.0,22.9,66.1,11.0,17.6,8.8,25.8,32.6,1.01,173.45999999999995,16.13
1948,2013,Influenza and pneumonia,Nebraska,343,1865414.0,18.39,1.0,1.0,16.0,75.0,3.0,71.8,48.8,25.7,4.1,"57,623",14.0,24.8,61.6,13.6,15.4,7.1,32.0,30.6,0.998,185.43,29.86
1949,2013,Influenza and pneumonia,Montana,210,1013564.0,20.72,1.0,1.0,15.0,75.0,4.0,64.2,42.7,21.2,3.6,"43,201",13.0,21.8,64.8,13.4,17.2,6.8,25.5,29.0,1.004,197.03,26.340000000000003
1950,2013,Influenza and pneumonia,Missouri,1352,6040658.0,22.38,0.0,1.0,16.0,70.0,5.0,75.4,54.5,32.3,4.5,"46,303",15.0,22.6,63.9,13.5,20.8,7.9,31.7,32.0,0.965,214.46,33.54
1951,2013,Influenza and pneumonia,Mississippi,769,2988797.0,25.73,1.0,0.0,16.0,70.0,5.0,79.5,63.4,46.7,3.2,"32,338",6.0,23.9,64.0,12.1,22.2,7.6,37.3,40.8,0.941,218.38,30.95
1952,2013,Influenza and pneumonia,Minnesota,751,5413693.0,13.87,1.0,1.0,16.0,70.0,2.0,66.8,41.2,12.5,4.7,"64,324",2.0,23.3,64.6,12.1,14.5,7.1,27.8,26.6,0.995,177.35,26.36
1953,2013,Influenza and pneumonia,Michigan,1896,9913349.0,19.13,0.0,0.0,16.0,70.0,3.0,66.2,44.4,21.7,3.5,"56,567",29.0,21.8,65.9,12.3,19.3,8.3,32.5,34.7,0.971,205.45,32.48
1954,2013,Influenza and pneumonia,Massachusetts,1551,6713944.0,23.1,1.0,0.0,16.5,65.0,2.0,68.0,47.9,27.4,4.3,"62,529",25.0,20.0,66.5,13.5,13.7,6.0,23.6,28.6,0.945,191.51,25.31
1955,2013,Influenza and pneumonia,Maryland,1103,5923704.0,18.62,1.0,1.0,16.5,65.0,1.0,73.3,54.2,34.7,2.7,"69,353",31.0,22.3,66.4,11.3,13.8,8.3,29.9,32.4,0.9420000000000001,179.09,15.509999999999998
1956,2013,Influenza and pneumonia,Maine,258,1328196.0,19.42,1.0,0.0,16.0,75.0,5.0,63.7,41.0,16.8,4.4,"54,957",12.0,18.9,66.7,14.4,17.3,6.5,29.9,34.8,0.961,242.96,30.19
1957,2013,Influenza and pneumonia,Louisiana,892,4624577.0,19.29,1.0,0.0,16.0,75.0,3.0,81.1,66.4,50.9,4.0,"46,425",42.0,23.7,64.7,11.6,23.1,8.0,35.5,39.0,0.956,203.67,32.54
1958,2013,Influenza and pneumonia,Kentucky,919,4404817.0,20.86,1.0,1.0,16.5,70.0,4.0,74.5,55.6,35.9,3.4,"44,879",27.0,22.7,64.8,12.5,24.6,8.2,34.2,39.4,0.971,228.95,33.19
1959,2013,Influenza and pneumonia,Kansas,715,2893510.0,24.71,0.0,0.0,16.0,75.0,5.0,76.4,54.3,31.9,2.8,"47,820",16.0,24.5,62.2,13.3,17.4,6.9,31.2,32.8,0.995,185.9,25.64
1960,2013,Influenza and pneumonia,Iowa,761,3093078.0,24.6,1.0,0.0,16.0,70.0,3.0,71.6,47.8,21.7,3.2,"60,156",9.0,23.3,61.8,14.9,17.1,7.2,32.0,31.5,0.987,210.44,40.48
1961,2013,Influenza and pneumonia,Indiana,1132,6568367.0,17.23,0.0,1.0,16.25,70.0,4.0,72.4,51.7,29.4,4.6,"49,455",48.0,23.6,64.0,12.4,21.8,8.7,32.5,35.2,0.972,201.85,32.029999999999994
1962,2013,Influenza and pneumonia,Illinois,2441,12898269.0,18.93,1.0,1.0,16.0,65.0,2.0,73.4,51.8,28.3,2.9,"53,937",47.0,22.6,65.3,12.1,15.5,9.6,31.6,32.2,0.9670000000000001,189.88,22.63
1963,2013,Influenza and pneumonia,Idaho,259,1611530.0,16.07,0.0,1.0,15.0,75.0,5.0,63.7,44.4,25.4,2.1,"48,467",20.0,25.8,62.9,11.3,14.3,6.7,27.4,29.8,1.01,167.98,21.53
1964,2013,Influenza and pneumonia,Hawaii,457,1408453.0,32.45,1.0,1.0,16.0,60.0,1.0,72.2,70.0,67.4,4.4,"64,235",36.0,21.4,65.3,13.3,12.8,5.8,23.8,30.6,1.0070000000000001,165.57,18.46
1965,2013,Influenza and pneumonia,Georgia,1494,9973326.0,14.98,1.0,1.0,16.0,70.0,4.0,78.7,63.5,47.8,4.4,"46,992",32.0,24.1,66.3,9.6,17.5,8.6,31.4,33.1,0.946,164.61,20.53
1966,2013,Influenza and pneumonia,Florida,2662,19563166.0,13.61,0.0,1.0,16.0,70.0,4.0,81.0,70.7,59.4,3.9,"48,532",33.0,20.0,62.4,17.6,16.1,7.1,27.4,34.6,0.956,218.45,26.03
1967,2013,Influenza and pneumonia,District of Columbia,83,650431.0,12.76,,,,,,,,,,,,,,,,,,,0.902,168.35,19.99
1968,2013,Influenza and pneumonia,Delaware,150,923638.0,16.24,1.0,1.0,16.5,65.0,2.0,74.2,55.3,36.1,4.3,"54,091",24.0,21.3,65.7,13.0,17.0,8.6,30.7,34.9,0.938,206.25,20.79
1969,2013,Influenza and pneumonia,Connecticut,604,3594915.0,16.8,1.0,0.0,16.333,65.0,3.0,69.2,49.0,28.5,4.5,"69,291",38.0,20.7,65.5,13.8,12.7,7.7,26.0,30.5,0.953,184.12,22.92
1970,2013,Influenza and pneumonia,Colorado,606,5270482.0,11.5,1.0,1.0,16.0,75.0,3.0,65.2,45.1,25.8,3.0,"67,912",10.0,22.5,67.8,9.7,14.6,6.7,22.3,25.9,1.012,139.59,24.97
1971,2013,Influenza and pneumonia,California,6551,38280824.0,17.11,1.0,0.0,16.0,70.0,1.0,73.4,59.4,46.2,4.3,"60,794",50.0,22.9,66.5,10.6,11.3,11.9,25.0,28.4,0.988,150.76,31.06
1972,2013,Influenza and pneumonia,Arkansas,794,2959549.0,26.83,0.0,0.0,16.0,70.0,3.0,78.8,60.4,41.5,3.8,"39,376",7.0,23.5,62.5,14.0,22.3,7.1,35.7,41.3,0.971,225.98,31.02
1973,2013,Influenza and pneumonia,Arizona,776,6634999.0,11.7,0.0,0.0,16.0,75.0,5.0,78.1,60.3,43.6,4.9,"52,611",39.0,23.3,63.7,13.0,15.6,9.7,29.0,30.7,0.988,171.01999999999995,35.92
1974,2013,Influenza and pneumonia,Alaska,66,737045.0,8.95,1.0,0.0,16.0,65.0,5.0,52.3,26.6,2.6,7.3,"72,472",19.0,25.0,69.3,5.7,21.0,7.4,31.4,31.8,1.09,137.85,9.77
1975,2013,Influenza and pneumonia,Alabama,1035,4830460.0,21.43,0.0,0.0,16.0,70.0,4.0,78.6,62.8,46.5,3.8,"47,320",35.0,22.5,64.5,13.0,20.9,8.4,35.7,41.9,0.938,213.81,28.94
1976,2013,Heart disease,Wyoming,939,582123.0,161.31,1.0,1.0,16.0,75.0,5.0,63.5,42.0,21.2,3.9,"67,441",11.0,23.6,64.7,11.7,18.7,5.0,27.7,30.8,1.043,162.51,21.64
1977,2013,Heart disease,Wisconsin,11362,5736952.0,198.05,1.0,1.0,16.0,65.0,4.0,66.8,43.1,17.2,2.9,"51,726",3.0,22.1,64.8,13.1,16.0,6.8,30.7,30.8,0.988,199.15,29.13
1978,2013,Heart disease,West Virginia,4666,1853873.0,251.69000000000003,0.0,0.0,16.0,70.0,5.0,70.2,51.8,32.8,5.4,"43,069",45.0,22.4,62.3,15.3,26.0,7.8,37.7,43.5,0.977,254.49,31.83
1979,2013,Heart disease,Washington,10524,6962906.0,151.14,1.0,1.0,16.0,70.0,3.0,63.8,48.3,33.0,4.8,"63,922",21.0,22.2,66.6,11.2,13.5,8.0,28.6,29.5,0.988,171.31,47.06
1980,2013,Heart disease,Virginia,13663,8253053.0,165.55,1.0,0.0,16.25,70.0,4.0,73.2,55.1,36.8,3.4,"65,907",41.0,22.1,66.7,11.2,16.4,7.2,29.0,32.4,0.9670000000000001,174.65,19.9
1981,2013,Heart disease,Vermont,1220,626212.0,194.82,0.0,0.0,16.0,65.0,5.0,65.1,42.9,19.4,2.8,"65,513",26.0,18.7,68.6,12.7,15.8,5.2,27.1,30.4,0.975,210.47,42.96
1982,2013,Heart disease,Utah,3323,2897927.0,114.67,0.0,0.0,16.0,75.0,4.0,69.6,48.6,28.2,3.1,"61,047",22.0,29.9,61.6,8.5,8.9,8.3,25.4,24.5,1.016,102.51999999999998,14.22
1983,2013,Heart disease,United States,611105,316057727.0,193.35,,,,,,,,,,"53,585",,,,,,,,,,185.06,26.82
1984,2013,Heart disease,Texas,40203,26489464.0,151.77,1.0,1.0,16.0,85.0,4.0,81.1,64.8,47.9,4.0,"51,406",46.0,26.0,64.1,9.9,15.7,8.6,34.8,32.5,0.987,145.01,19.98
1985,2013,Heart disease,Tennessee,14803,6493432.0,227.97,0.0,0.0,16.0,70.0,4.0,75.6,57.6,39.1,3.4,"43,361",28.0,22.4,65.2,12.4,22.6,7.7,29.6,38.7,0.95,214.88,39.05
1986,2013,Heart disease,South Dakota,1630,842270.0,193.52,1.0,0.0,14.25,75.0,4.0,69.9,45.2,19.5,4.4,"53,413",5.0,24.7,61.0,14.3,19.3,5.4,32.3,30.8,1.0170000000000001,187.23,49.63
1987,2013,Heart disease,South Carolina,9648,4764153.0,202.51,1.0,0.0,15.5,70.0,3.0,78.4,62.4,46.1,4.5,"43,563",30.0,22.0,65.9,12.1,18.8,7.4,26.6,38.1,0.9420000000000001,204.55,34.07
1988,2013,Heart disease,Rhode Island,2364,1055122.0,224.05,0.0,0.0,16.5,65.0,3.0,68.8,50.1,31.4,4.8,"56,323",23.0,19.6,65.9,14.5,14.9,7.6,30.7,33.1,0.9390000000000001,220.45,32.79
1989,2013,Heart disease,Pennsylvania,31629,12776621.0,247.55,0.0,0.0,16.5,65.0,4.0,68.6,48.8,28.4,4.1,"55,156",44.0,20.8,63.6,15.6,18.7,9.7,30.3,32.6,0.96,223.16,25.6
1990,2013,Heart disease,Oregon,6523,3922908.0,166.28,1.0,0.0,16.0,65.0,3.0,63.7,48.4,34.0,4.0,"48,999",18.0,21.1,66.1,12.8,16.1,7.7,28.7,30.1,0.983,198.81,33.44
1991,2013,Heart disease,Oklahoma,9721,3853205.0,252.28000000000003,1.0,1.0,16.0,75.0,4.0,79.6,59.6,39.1,4.4,"46,162",17.0,24.4,62.4,13.2,20.1,7.9,32.8,37.7,0.983,208.63,29.72
1992,2013,Heart disease,Ohio,26878,11576576.0,232.18,1.0,0.0,16.0,70.0,4.0,70.9,50.7,29.5,2.6,"50,748",40.0,22.3,64.4,13.3,21.1,9.0,31.5,34.7,0.96,215.83,32.81
1993,2013,Heart disease,North Dakota,1382,721999.0,191.41,0.0,1.0,15.0,75.0,4.0,66.6,40.4,12.2,4.5,"59,152",1.0,23.3,62.0,14.7,18.3,4.5,31.9,29.5,1.058,178.11999999999995,50.28
1994,2013,Heart disease,North Carolina,17830,9843599.0,181.13,0.0,0.0,16.0,70.0,4.0,75.7,59.0,42.1,4.6,"46,337",34.0,22.4,65.6,12.0,17.2,7.4,31.8,34.7,0.948,188.84,29.18
1995,2013,Heart disease,New York,44039,19628043.0,224.37,1.0,0.0,16.5,65.0,1.0,66.5,45.4,23.3,5.6,"49,966",37.0,20.9,66.2,12.9,14.1,7.0,25.5,29.4,0.9440000000000001,182.08,13.02
1996,2013,Heart disease,New Mexico,3425,2092792.0,163.66,1.0,1.0,15.5,75.0,4.0,71.4,53.4,36.1,4.6,"40,166",8.0,23.4,64.9,11.7,17.5,5.8,28.3,30.5,0.981,166.38,16.2
1997,2013,Heart disease,New Jersey,18460,8858362.0,208.39,1.0,0.0,17.0,65.0,1.0,72.2,52.7,33.0,2.6,"63,754",49.0,22.0,64.8,13.2,13.7,8.3,27.4,33.0,0.9540000000000001,184.18,20.46
1998,2013,Heart disease,New Hampshire,2434,1326408.0,183.5,0.0,1.0,16.0,65.0,5.0,65.5,43.8,21.1,4.9,"69,099",4.0,19.3,68.7,12.0,15.7,5.0,26.6,30.0,0.983,194.81,26.46
1999,2013,Heart disease,Nevada,5434,2776972.0,195.68,1.0,1.0,16.0,75.0,3.0,69.0,49.9,32.2,2.8,"51,846",43.0,22.9,66.1,11.0,17.6,8.8,25.8,32.6,1.01,173.45999999999995,16.13
2000,2013,Heart disease,Nebraska,3381,1865414.0,181.25,1.0,1.0,16.0,75.0,3.0,71.8,48.8,25.7,4.1,"57,623",14.0,24.8,61.6,13.6,15.4,7.1,32.0,30.6,0.998,185.43,29.86
2001,2013,Heart disease,Montana,2004,1013564.0,197.72,1.0,1.0,15.0,75.0,4.0,64.2,42.7,21.2,3.6,"43,201",13.0,21.8,64.8,13.4,17.2,6.8,25.5,29.0,1.004,197.03,26.340000000000003
2002,2013,Heart disease,Missouri,14095,6040658.0,233.34,0.0,1.0,16.0,70.0,5.0,75.4,54.5,32.3,4.5,"46,303",15.0,22.6,63.9,13.5,20.8,7.9,31.7,32.0,0.965,214.46,33.54
2003,2013,Heart disease,Mississippi,7715,2988797.0,258.13,1.0,0.0,16.0,70.0,5.0,79.5,63.4,46.7,3.2,"32,338",6.0,23.9,64.0,12.1,22.2,7.6,37.3,40.8,0.941,218.38,30.95
2004,2013,Heart disease,Minnesota,7714,5413693.0,142.49,1.0,1.0,16.0,70.0,2.0,66.8,41.2,12.5,4.7,"64,324",2.0,23.3,64.6,12.1,14.5,7.1,27.8,26.6,0.995,177.35,26.36
2005,2013,Heart disease,Michigan,24156,9913349.0,243.67,0.0,0.0,16.0,70.0,3.0,66.2,44.4,21.7,3.5,"56,567",29.0,21.8,65.9,12.3,19.3,8.3,32.5,34.7,0.971,205.45,32.48
2006,2013,Heart disease,Massachusetts,12023,6713944.0,179.07999999999996,1.0,0.0,16.5,65.0,2.0,68.0,47.9,27.4,4.3,"62,529",25.0,20.0,66.5,13.5,13.7,6.0,23.6,28.6,0.945,191.51,25.31
2007,2013,Heart disease,Maryland,11244,5923704.0,189.81,1.0,1.0,16.5,65.0,1.0,73.3,54.2,34.7,2.7,"69,353",31.0,22.3,66.4,11.3,13.8,8.3,29.9,32.4,0.9420000000000001,179.09,15.509999999999998
2008,2013,Heart disease,Maine,2807,1328196.0,211.34,1.0,0.0,16.0,75.0,5.0,63.7,41.0,16.8,4.4,"54,957",12.0,18.9,66.7,14.4,17.3,6.5,29.9,34.8,0.961,242.96,30.19
2009,2013,Heart disease,Louisiana,10346,4624577.0,223.72,1.0,0.0,16.0,75.0,3.0,81.1,66.4,50.9,4.0,"46,425",42.0,23.7,64.7,11.6,23.1,8.0,35.5,39.0,0.956,203.67,32.54
2010,2013,Heart disease,Kentucky,9971,4404817.0,226.37,1.0,1.0,16.5,70.0,4.0,74.5,55.6,35.9,3.4,"44,879",27.0,22.7,64.8,12.5,24.6,8.2,34.2,39.4,0.971,228.95,33.19
2011,2013,Heart disease,Kansas,5364,2893510.0,185.38,0.0,0.0,16.0,75.0,5.0,76.4,54.3,31.9,2.8,"47,820",16.0,24.5,62.2,13.3,17.4,6.9,31.2,32.8,0.995,185.9,25.64
2012,2013,Heart disease,Iowa,6995,3093078.0,226.15,1.0,0.0,16.0,70.0,3.0,71.6,47.8,21.7,3.2,"60,156",9.0,23.3,61.8,14.9,17.1,7.2,32.0,31.5,0.987,210.44,40.48
2013,2013,Heart disease,Indiana,13773,6568367.0,209.69000000000003,0.0,1.0,16.25,70.0,4.0,72.4,51.7,29.4,4.6,"49,455",48.0,23.6,64.0,12.4,21.8,8.7,32.5,35.2,0.972,201.85,32.029999999999994
2014,2013,Heart disease,Illinois,24839,12898269.0,192.58,1.0,1.0,16.0,65.0,2.0,73.4,51.8,28.3,2.9,"53,937",47.0,22.6,65.3,12.1,15.5,9.6,31.6,32.2,0.9670000000000001,189.88,22.63
2015,2013,Heart disease,Idaho,2495,1611530.0,154.82,0.0,1.0,15.0,75.0,5.0,63.7,44.4,25.4,2.1,"48,467",20.0,25.8,62.9,11.3,14.3,6.7,27.4,29.8,1.01,167.98,21.53
2016,2013,Heart disease,Hawaii,2521,1408453.0,178.99,1.0,1.0,16.0,60.0,1.0,72.2,70.0,67.4,4.4,"64,235",36.0,21.4,65.3,13.3,12.8,5.8,23.8,30.6,1.0070000000000001,165.57,18.46
2017,2013,Heart disease,Georgia,16550,9973326.0,165.94,1.0,1.0,16.0,70.0,4.0,78.7,63.5,47.8,4.4,"46,992",32.0,24.1,66.3,9.6,17.5,8.6,31.4,33.1,0.946,164.61,20.53
2018,2013,Heart disease,Florida,42656,19563166.0,218.04,0.0,1.0,16.0,70.0,4.0,81.0,70.7,59.4,3.9,"48,532",33.0,20.0,62.4,17.6,16.1,7.1,27.4,34.6,0.956,218.45,26.03
2019,2013,Heart disease,District of Columbia,1340,650431.0,206.02,,,,,,,,,,,,,,,,,,,0.902,168.35,19.99
2020,2013,Heart disease,Delaware,1861,923638.0,201.49,1.0,1.0,16.5,65.0,2.0,74.2,55.3,36.1,4.3,"54,091",24.0,21.3,65.7,13.0,17.0,8.6,30.7,34.9,0.938,206.25,20.79
2021,2013,Heart disease,Connecticut,7090,3594915.0,197.22,1.0,0.0,16.333,65.0,3.0,69.2,49.0,28.5,4.5,"69,291",38.0,20.7,65.5,13.8,12.7,7.7,26.0,30.5,0.953,184.12,22.92
2022,2013,Heart disease,Colorado,6456,5270482.0,122.49,1.0,1.0,16.0,75.0,3.0,65.2,45.1,25.8,3.0,"67,912",10.0,22.5,67.8,9.7,14.6,6.7,22.3,25.9,1.012,139.59,24.97
2023,2013,Heart disease,California,60299,38280824.0,157.51999999999995,1.0,0.0,16.0,70.0,1.0,73.4,59.4,46.2,4.3,"60,794",50.0,22.9,66.5,10.6,11.3,11.9,25.0,28.4,0.988,150.76,31.06
2024,2013,Heart disease,Arkansas,7377,2959549.0,249.26,0.0,0.0,16.0,70.0,3.0,78.8,60.4,41.5,3.8,"39,376",7.0,23.5,62.5,14.0,22.3,7.1,35.7,41.3,0.971,225.98,31.02
2025,2013,Heart disease,Arizona,10755,6634999.0,162.09,0.0,0.0,16.0,75.0,5.0,78.1,60.3,43.6,4.9,"52,611",39.0,23.3,63.7,13.0,15.6,9.7,29.0,30.7,0.988,171.01999999999995,35.92
2026,2013,Heart disease,Alaska,706,737045.0,95.79,1.0,0.0,16.0,65.0,5.0,52.3,26.6,2.6,7.3,"72,472",19.0,25.0,69.3,5.7,21.0,7.4,31.4,31.8,1.09,137.85,9.77
2027,2013,Heart disease,Alabama,12472,4830460.0,258.19,0.0,0.0,16.0,70.0,4.0,78.6,62.8,46.5,3.8,"47,320",35.0,22.5,64.5,13.0,20.9,8.4,35.7,41.9,0.938,213.81,28.94
2028,2013,Diabetes,Wyoming,89,582123.0,15.29,1.0,1.0,16.0,75.0,5.0,63.5,42.0,21.2,3.9,"67,441",11.0,23.6,64.7,11.7,18.7,5.0,27.7,30.8,1.043,162.51,21.64
2029,2013,Diabetes,Wisconsin,1285,5736952.0,22.4,1.0,1.0,16.0,65.0,4.0,66.8,43.1,17.2,2.9,"51,726",3.0,22.1,64.8,13.1,16.0,6.8,30.7,30.8,0.988,199.15,29.13
2030,2013,Diabetes,West Virginia,841,1853873.0,45.36,0.0,0.0,16.0,70.0,5.0,70.2,51.8,32.8,5.4,"43,069",45.0,22.4,62.3,15.3,26.0,7.8,37.7,43.5,0.977,254.49,31.83
2031,2013,Diabetes,Washington,1616,6962906.0,23.21,1.0,1.0,16.0,70.0,3.0,63.8,48.3,33.0,4.8,"63,922",21.0,22.2,66.6,11.2,13.5,8.0,28.6,29.5,0.988,171.31,47.06
2032,2013,Diabetes,Virginia,1626,8253053.0,19.7,1.0,0.0,16.25,70.0,4.0,73.2,55.1,36.8,3.4,"65,907",41.0,22.1,66.7,11.2,16.4,7.2,29.0,32.4,0.9670000000000001,174.65,19.9
2033,2013,Diabetes,Vermont,139,626212.0,22.2,0.0,0.0,16.0,65.0,5.0,65.1,42.9,19.4,2.8,"65,513",26.0,18.7,68.6,12.7,15.8,5.2,27.1,30.4,0.975,210.47,42.96
2034,2013,Diabetes,Utah,578,2897927.0,19.950000000000006,0.0,0.0,16.0,75.0,4.0,69.6,48.6,28.2,3.1,"61,047",22.0,29.9,61.6,8.5,8.9,8.3,25.4,24.5,1.016,102.51999999999998,14.22
2035,2013,Diabetes,United States,75578,316057727.0,23.91,,,,,,,,,,"53,585",,,,,,,,,,185.06,26.82
2036,2013,Diabetes,Texas,5273,26489464.0,19.91,1.0,1.0,16.0,85.0,4.0,81.1,64.8,47.9,4.0,"51,406",46.0,26.0,64.1,9.9,15.7,8.6,34.8,32.5,0.987,145.01,19.98
2037,2013,Diabetes,Tennessee,1827,6493432.0,28.14,0.0,0.0,16.0,70.0,4.0,75.6,57.6,39.1,3.4,"43,361",28.0,22.4,65.2,12.4,22.6,7.7,29.6,38.7,0.95,214.88,39.05
2038,2013,Diabetes,South Dakota,237,842270.0,28.14,1.0,0.0,14.25,75.0,4.0,69.9,45.2,19.5,4.4,"53,413",5.0,24.7,61.0,14.3,19.3,5.4,32.3,30.8,1.0170000000000001,187.23,49.63
2039,2013,Diabetes,South Carolina,1240,4764153.0,26.03,1.0,0.0,15.5,70.0,3.0,78.4,62.4,46.1,4.5,"43,563",30.0,22.0,65.9,12.1,18.8,7.4,26.6,38.1,0.9420000000000001,204.55,34.07
2040,2013,Diabetes,Rhode Island,258,1055122.0,24.45,0.0,0.0,16.5,65.0,3.0,68.8,50.1,31.4,4.8,"56,323",23.0,19.6,65.9,14.5,14.9,7.6,30.7,33.1,0.9390000000000001,220.45,32.79
2041,2013,Diabetes,Pennsylvania,3804,12776621.0,29.770000000000003,0.0,0.0,16.5,65.0,4.0,68.6,48.8,28.4,4.1,"55,156",44.0,20.8,63.6,15.6,18.7,9.7,30.3,32.6,0.96,223.16,25.6
2042,2013,Diabetes,Oregon,1109,3922908.0,28.27,1.0,0.0,16.0,65.0,3.0,63.7,48.4,34.0,4.0,"48,999",18.0,21.1,66.1,12.8,16.1,7.7,28.7,30.1,0.983,198.81,33.44
2043,2013,Diabetes,Oklahoma,1269,3853205.0,32.93,1.0,1.0,16.0,75.0,4.0,79.6,59.6,39.1,4.4,"46,162",17.0,24.4,62.4,13.2,20.1,7.9,32.8,37.7,0.983,208.63,29.72
