,Unnamed: 0,Year,Cause Name,State,Deaths,Age-adjusted Death Rate,State Population,Death Proportion
1375,6173,2014,Influenza and pneumonia,Nevada,687,23.8,2819012.0,0.2437
1376,6155,2014,Influenza and pneumonia,Nebraska,351,15.1,1879522.0,0.1867
1377,6137,2014,Influenza and pneumonia,Montana,179,13.7,1021891.0,0.1752
1378,6119,2014,Influenza and pneumonia,Missouri,1321,18.1,6056293.0,0.2181
1379,6101,2014,Influenza and pneumonia,Mississippi,763,23.5,2990623.0,0.2551
1380,6083,2014,Influenza and pneumonia,Minnesota,638,9.8,5451522.0,0.11699999999999999
1381,6065,2014,Influenza and pneumonia,Michigan,1875,15.5,9930589.0,0.1888
1382,6047,2014,Influenza and pneumonia,Massachusetts,1370,15.8,6763652.0,0.2026
1383,6029,2014,Influenza and pneumonia,Maryland,1019,15.6,5958165.0,0.171
1384,6011,2014,Influenza and pneumonia,Maine,258,13.7,1330760.0,0.1939
1385,5993,2014,Influenza and pneumonia,Louisiana,854,17.5,4644204.0,0.1839
1386,5975,2014,Influenza and pneumonia,Kentucky,1017,20.8,4414483.0,0.2304
1387,5957,2014,Influenza and pneumonia,Kansas,637,18.2,2900896.0,0.2196
1388,5939,2014,Influenza and pneumonia,Iowa,582,13.7,3109504.0,0.1872
1389,5921,2014,Influenza and pneumonia,Indiana,1063,14.3,6593533.0,0.1612
1390,5903,2014,Influenza and pneumonia,Illinois,2485,16.8,12888962.0,0.1928
1391,5885,2014,Influenza and pneumonia,Idaho,200,11.3,1631479.0,0.1226
1392,5867,2014,Influenza and pneumonia,Hawaii,438,22.6,1414862.0,0.3096
1393,5849,2014,Influenza and pneumonia,Georgia,1510,16.2,10069001.0,0.15
1394,5831,2014,Influenza and pneumonia,Florida,2719,9.6,19860330.0,0.1369
1395,5813,2014,Influenza and pneumonia,District of Columbia,74,11.5,662513.0,0.1117
1396,5795,2014,Influenza and pneumonia,Delaware,156,13.8,932596.0,0.1673
1397,5777,2014,Influenza and pneumonia,Connecticut,644,13.3,3594783.0,0.1791
1398,5759,2014,Influenza and pneumonia,Colorado,701,13.3,5351218.0,0.131
1399,5741,2014,Influenza and pneumonia,California,5970,14.7,38625139.0,0.1546
1400,5723,2014,Influenza and pneumonia,Arkansas,710,20.7,2967726.0,0.2392
1401,5705,2014,Influenza and pneumonia,Arizona,779,10.0,6733840.0,0.1157
1402,5687,2014,Influenza and pneumonia,Alaska,68,14.1,736307.0,0.0924
1403,5669,2014,Influenza and pneumonia,Alabama,1031,18.8,4842481.0,0.2129
1404,5651,2014,Heart disease,Wyoming,1035,162.2,582548.0,1.7767
1405,5633,2014,Heart disease,Wisconsin,11229,155.1,5751974.0,1.9522
1406,5615,2014,Heart disease,West Virginia,4692,192.9,1849467.0,2.5369
1407,5597,2014,Heart disease,Washington,10710,137.2,7052439.0,1.5186
1408,5579,2014,Heart disease,Virginia,13874,156.1,8312076.0,1.6691
1409,5561,2014,Heart disease,Vermont,1311,156.6,625218.0,2.0969
1410,5545,2014,Heart disease,Utah,3431,151.0,2937399.0,1.168
1411,5527,2014,Heart disease,United States,614348,167.0,318386421.0,1.9296
1412,5509,2014,Heart disease,Texas,41479,169.9,26977142.0,1.5376
1413,5490,2014,Heart disease,Tennessee,15223,205.6,6540826.0,2.3274
1414,5472,2014,Heart disease,South Dakota,1704,154.6,849088.0,2.0069
1415,5454,2014,Heart disease,South Carolina,9964,181.1,4823793.0,2.0656
1416,5436,2014,Heart disease,Rhode Island,2341,160.8,1056017.0,2.2168
1417,5418,2014,Heart disease,Pennsylvania,31353,175.8,12789101.0,2.4515
1418,5400,2014,Heart disease,Oregon,6524,132.1,3964106.0,1.6458
1419,5382,2014,Heart disease,Oklahoma,9868,228.1,3878367.0,2.5444
1420,5364,2014,Heart disease,Ohio,27000,186.4,11602973.0,2.327
1421,5346,2014,Heart disease,North Dakota,1381,149.2,737382.0,1.8728
1422,5328,2014,Heart disease,North Carolina,17592,158.7,9933944.0,1.7709
1423,5310,2014,Heart disease,New York,43116,178.3,19656330.0,2.1935
1424,5292,2014,Heart disease,New Mexico,3424,143.3,2090342.0,1.6380000000000001
1425,5274,2014,Heart disease,New Jersey,18319,166.3,8866780.0,2.066
1426,5256,2014,Heart disease,New Hampshire,2464,147.9,1333223.0,1.8482
1427,5238,2014,Heart disease,Nevada,5761,197.2,2819012.0,2.0436
1428,5220,2014,Heart disease,Nebraska,3296,143.0,1879522.0,1.7536
1429,5202,2014,Heart disease,Montana,1957,147.8,1021891.0,1.9151
1430,5184,2014,Heart disease,Missouri,14338,194.7,6056293.0,2.3675
1431,5166,2014,Heart disease,Mississippi,7538,229.9,2990623.0,2.5205
1432,5148,2014,Heart disease,Minnesota,7659,116.5,5451522.0,1.4049
1433,5130,2014,Heart disease,Michigan,24692,200.9,9930589.0,2.4865
1434,5111,2014,Heart disease,Massachusetts,11817,137.1,6763652.0,1.7471
1435,5093,2014,Heart disease,Maryland,11135,167.8,5958165.0,1.8689
1436,5075,2014,Heart disease,Maine,2776,147.9,1330760.0,2.086
1437,5057,2014,Heart disease,Louisiana,10647,216.3,4644204.0,2.2925
1438,5039,2014,Heart disease,Kentucky,10013,200.5,4414483.0,2.2682
1439,5021,2014,Heart disease,Kansas,5479,157.4,2900896.0,1.8887
1440,5003,2014,Heart disease,Iowa,6615,157.3,3109504.0,2.1273
1441,4985,2014,Heart disease,Indiana,13764,182.7,6593533.0,2.0875
1442,4967,2014,Heart disease,Illinois,25024,169.7,12888962.0,1.9415
1443,4949,2014,Heart disease,Idaho,2676,152.8,1631479.0,1.6402
1444,4931,2014,Heart disease,Hawaii,2528,136.7,1414862.0,1.7867
1445,4913,2014,Heart disease,Georgia,17107,179.7,10069001.0,1.699
1446,4895,2014,Heart disease,Florida,44511,151.3,19860330.0,2.2412
1447,4877,2014,Heart disease,District of Columbia,1324,207.8,662513.0,1.9985
1448,4859,2014,Heart disease,Delaware,1921,168.7,932596.0,2.0598
1449,4841,2014,Heart disease,Connecticut,7018,145.6,3594783.0,1.9523
1450,4823,2014,Heart disease,Colorado,6900,130.3,5351218.0,1.2894
1451,4805,2014,Heart disease,California,58189,142.2,38625139.0,1.5065
1452,4787,2014,Heart disease,Arkansas,7581,217.5,2967726.0,2.5545
1453,4769,2014,Heart disease,Arizona,10805,136.4,6733840.0,1.6046
1454,4751,2014,Heart disease,Alaska,782,146.6,736307.0,1.0621
1455,4733,2014,Heart disease,Alabama,12461,224.0,4842481.0,2.5733
1456,4715,2014,Diabetes,Wyoming,110,17.6,582548.0,0.1888
1457,4697,2014,Diabetes,Wisconsin,1352,19.1,5751974.0,0.235
1458,4679,2014,Diabetes,West Virginia,818,33.3,1849467.0,0.4423
1459,4661,2014,Diabetes,Washington,1668,21.2,7052439.0,0.2365
1460,4643,2014,Diabetes,Virginia,1683,18.5,8312076.0,0.2025
1461,4625,2014,Diabetes,Vermont,154,18.7,625218.0,0.2463
1462,4607,2014,Diabetes,Utah,570,24.3,2937399.0,0.19399999999999998
1463,4589,2014,Diabetes,United States,76488,20.9,318386421.0,0.2402
1464,4571,2014,Diabetes,Texas,5348,21.3,26977142.0,0.1982
1465,4553,2014,Diabetes,Tennessee,1727,23.2,6540826.0,0.264
1466,4535,2014,Diabetes,South Dakota,224,21.3,849088.0,0.2638
1467,4517,2014,Diabetes,South Carolina,1239,21.8,4823793.0,0.2569
1468,4499,2014,Diabetes,Rhode Island,252,18.3,1056017.0,0.2386
1469,4481,2014,Diabetes,Pennsylvania,3765,22.0,12789101.0,0.2944
1470,4463,2014,Diabetes,Oregon,1083,22.4,3964106.0,0.2732
1471,4445,2014,Diabetes,Oklahoma,1261,29.1,3878367.0,0.3251
1472,4427,2014,Diabetes,Ohio,3641,25.7,11602973.0,0.3138
1473,4409,2014,Diabetes,North Dakota,176,19.9,737382.0,0.2387
1474,4391,2014,Diabetes,North Carolina,2687,23.7,9933944.0,0.2705
1475,4373,2014,Diabetes,New York,4064,17.4,19656330.0,0.2068
1476,4355,2014,Diabetes,New Mexico,671,27.5,2090342.0,0.321
1477,4337,2014,Diabetes,New Jersey,2062,19.3,8866780.0,0.2326
1478,4319,2014,Diabetes,New Hampshire,300,18.0,1333223.0,0.225
1479,4301,2014,Diabetes,Nevada,350,11.4,2819012.0,0.1242
1480,4283,2014,Diabetes,Nebraska,473,21.5,1879522.0,0.2517
1481,4265,2014,Diabetes,Montana,250,19.2,1021891.0,0.2446
1482,4247,2014,Diabetes,Missouri,1423,19.4,6056293.0,0.235
1483,4229,2014,Diabetes,Mississippi,1015,30.4,2990623.0,0.3394
1484,4211,2014,Diabetes,Minnesota,1193,18.7,5451522.0,0.2188
1485,4193,2014,Diabetes,Michigan,2844,23.7,9930589.0,0.2864
1486,4175,2014,Diabetes,Massachusetts,1202,14.5,6763652.0,0.1777
1487,4157,2014,Diabetes,Maryland,1305,19.8,5958165.0,0.21899999999999997
1488,4139,2014,Diabetes,Maine,414,22.4,1330760.0,0.3111
1489,4121,2014,Diabetes,Louisiana,1238,24.8,4644204.0,0.2666
1490,4103,2014,Diabetes,Kentucky,1175,23.4,4414483.0,0.2662
1491,4085,2014,Diabetes,Kansas,643,19.2,2900896.0,0.2217
1492,4067,2014,Diabetes,Iowa,1019,25.6,3109504.0,0.3277
1493,4049,2014,Diabetes,Indiana,1819,24.4,6593533.0,0.2759
1494,4031,2014,Diabetes,Illinois,2712,18.7,12888962.0,0.2104
1495,4013,2014,Diabetes,Idaho,409,22.9,1631479.0,0.2507
1496,3995,2014,Diabetes,Hawaii,276,15.4,1414862.0,0.1951
1497,3977,2014,Diabetes,Georgia,2230,22.3,10069001.0,0.2215
1498,3959,2014,Diabetes,Florida,5371,19.2,19860330.0,0.2704
1499,3941,2014,Diabetes,District of Columbia,119,18.8,662513.0,0.1796
1500,3923,2014,Diabetes,Delaware,226,19.8,932596.0,0.2423
1501,3905,2014,Diabetes,Connecticut,685,14.9,3594783.0,0.1906
1502,3887,2014,Diabetes,Colorado,835,15.5,5351218.0,0.156
1503,3869,2014,Diabetes,California,8249,20.4,38625139.0,0.2136
1504,3851,2014,Diabetes,Arkansas,828,24.0,2967726.0,0.27899999999999997
1505,3833,2014,Diabetes,Arizona,1936,24.3,6733840.0,0.2875
1506,3815,2014,Diabetes,Alaska,113,19.4,736307.0,0.1535
1507,3797,2014,Diabetes,Alabama,1281,22.8,4842481.0,0.2645
1508,2843,2014,Cancer,Wyoming,922,140.7,582548.0,1.5827
1509,2825,2014,Cancer,Wisconsin,11393,161.8,5751974.0,1.9807
1510,2807,2014,Cancer,West Virginia,4880,195.1,1849467.0,2.6386
1511,2789,2014,Cancer,Washington,12205,155.5,7052439.0,1.7306
1512,2771,2014,Cancer,Virginia,14749,161.5,8312076.0,1.7744
1513,2753,2014,Cancer,Vermont,1379,167.9,625218.0,2.2056
1514,2735,2014,Cancer,Utah,3043,127.4,2937399.0,1.036
1515,2717,2014,Cancer,United States,591700,161.2,318386421.0,1.8584
1516,2699,2014,Cancer,Texas,38847,152.9,26977142.0,1.44
1517,2681,2014,Cancer,Tennessee,14173,184.2,6540826.0,2.1669
1518,2663,2014,Cancer,South Dakota,1698,163.4,849088.0,1.9998
1519,2645,2014,Cancer,South Carolina,9930,171.4,4823793.0,2.0585
1520,2627,2014,Cancer,Rhode Island,2242,167.0,1056017.0,2.1231
1521,2609,2014,Cancer,Pennsylvania,28692,169.6,12789101.0,2.2435
1522,2591,2014,Cancer,Oregon,7863,160.2,3964106.0,1.9835
1523,2573,2014,Cancer,Oklahoma,7934,179.9,3878367.0,2.0457
1524,2555,2014,Cancer,Ohio,25433,177.8,11602973.0,2.1919
1525,2537,2014,Cancer,North Dakota,1304,152.3,737382.0,1.7684
1526,2519,2014,Cancer,North Carolina,19342,169.3,9933944.0,1.9471
1527,2501,2014,Cancer,New York,35392,151.8,19656330.0,1.8005
1528,2483,2014,Cancer,New Mexico,3478,142.4,2090342.0,1.6638
1529,2465,2014,Cancer,New Jersey,16591,156.1,8866780.0,1.8711
1530,2447,2014,Cancer,New Hampshire,2698,160.4,1333223.0,2.0237
1531,2429,2014,Cancer,Nevada,5015,164.5,2819012.0,1.7790000000000001
1532,2411,2014,Cancer,Nebraska,3459,159.6,1879522.0,1.8404
1533,2393,2014,Cancer,Montana,2066,156.3,1021891.0,2.0217
1534,2375,2014,Cancer,Missouri,13067,177.7,6056293.0,2.1576
1535,2357,2014,Cancer,Mississippi,6534,193.1,2990623.0,2.1848
1536,2339,2014,Cancer,Minnesota,9649,152.6,5451522.0,1.77
1537,2321,2014,Cancer,Michigan,21169,174.1,9930589.0,2.1317
1538,2303,2014,Cancer,Massachusetts,12787,155.5,6763652.0,1.8905
1539,2285,2014,Cancer,Maryland,10759,161.7,5958165.0,1.8058
1540,2267,2014,Cancer,Maine,3209,170.3,1330760.0,2.4114
1541,2249,2014,Cancer,Louisiana,9455,186.1,4644204.0,2.0359
1542,2231,2014,Cancer,Kentucky,10263,198.8,4414483.0,2.3248
1543,2213,2014,Cancer,Kansas,5587,166.8,2900896.0,1.926
1544,2195,2014,Cancer,Iowa,6504,166.0,3109504.0,2.0917
1545,2177,2014,Cancer,Indiana,13519,179.7,6593533.0,2.0503
1546,2159,2014,Cancer,Illinois,24501,168.9,12888962.0,1.9009
1547,2141,2014,Cancer,Idaho,2795,155.4,1631479.0,1.7132
1548,2123,2014,Cancer,Hawaii,2493,140.0,1414862.0,1.7619999999999998
1549,2105,2014,Cancer,Georgia,16684,165.5,10069001.0,1.6569999999999998
1550,2087,2014,Cancer,Florida,43212,152.9,19860330.0,2.1758
1551,2069,2014,Cancer,District of Columbia,1116,178.6,662513.0,1.6845
1552,2051,2014,Cancer,Delaware,1972,167.3,932596.0,2.1145
1553,2033,2014,Cancer,Connecticut,6621,146.7,3594783.0,1.8418
1554,2015,2014,Cancer,Colorado,7405,136.0,5351218.0,1.3838
1555,1997,2014,Cancer,California,58412,144.1,38625139.0,1.5123
1556,1979,2014,Cancer,Arkansas,6546,183.1,2967726.0,2.2057
1557,1961,2014,Cancer,Arizona,11455,142.7,6733840.0,1.7011
1558,1943,2014,Cancer,Alaska,972,164.2,736307.0,1.3201
1559,1925,2014,Cancer,Alabama,10286,177.6,4842481.0,2.1241
1560,3779,2014,CLRD,Wyoming,343,55.0,582548.0,0.5888
1561,3761,2014,CLRD,Wisconsin,2759,39.3,5751974.0,0.4797
1562,3743,2014,CLRD,West Virginia,1578,63.0,1849467.0,0.8532
1563,3725,2014,CLRD,Washington,2916,37.9,7052439.0,0.4135
1564,3707,2014,CLRD,Virginia,3108,35.3,8312076.0,0.3739
1565,3689,2014,CLRD,Vermont,333,41.2,625218.0,0.5326
1566,3671,2014,CLRD,Utah,757,32.6,2937399.0,0.2577
1567,3653,2014,CLRD,United States,147101,40.5,318386421.0,0.462
1568,3635,2014,CLRD,Texas,9668,40.5,26977142.0,0.3584
1569,3617,2014,CLRD,Tennessee,3969,52.5,6540826.0,0.6068
1570,3599,2014,CLRD,South Dakota,441,40.8,849088.0,0.5194
1571,3581,2014,CLRD,South Carolina,2715,48.2,4823793.0,0.5628
1572,3563,2014,CLRD,Rhode Island,505,36.0,1056017.0,0.4782
1573,3545,2014,CLRD,Pennsylvania,6422,37.0,12789101.0,0.5021
1574,3527,2014,CLRD,Oregon,1955,40.1,3964106.0,0.4932
1575,3509,2014,CLRD,Oklahoma,2772,63.3,3878367.0,0.7147
1576,3491,2014,CLRD,Ohio,6765,47.2,11602973.0,0.583
1577,3473,2014,CLRD,North Dakota,317,36.1,737382.0,0.4299
1578,3455,2014,CLRD,North Carolina,5023,45.1,9933944.0,0.5056
1579,3437,2014,CLRD,New York,6806,29.1,19656330.0,0.3462
1580,3419,2014,CLRD,New Mexico,1127,46.4,2090342.0,0.5391
1581,3401,2014,CLRD,New Jersey,3046,28.5,8866780.0,0.3435
1582,3383,2014,CLRD,New Hampshire,680,41.3,1333223.0,0.51
1583,3365,2014,CLRD,Nevada,1522,52.9,2819012.0,0.5399
1584,3347,2014,CLRD,Nebraska,1123,50.6,1879522.0,0.5975
1585,3329,2014,CLRD,Montana,668,50.3,1021891.0,0.6537
1586,3311,2014,CLRD,Missouri,3762,51.4,6056293.0,0.6212
1587,3293,2014,CLRD,Mississippi,1738,52.2,2990623.0,0.5811
1588,3275,2014,CLRD,Minnesota,2277,36.0,5451522.0,0.4177
1589,3257,2014,CLRD,Michigan,5345,44.2,9930589.0,0.5382
1590,3239,2014,CLRD,Massachusetts,2592,31.4,6763652.0,0.3832
1591,3221,2014,CLRD,Maryland,1909,29.4,5958165.0,0.3204
1592,3203,2014,CLRD,Maine,896,48.1,1330760.0,0.6733
1593,3185,2014,CLRD,Louisiana,2237,45.5,4644204.0,0.4817
1594,3167,2014,CLRD,Kentucky,3214,63.8,4414483.0,0.7281
1595,3149,2014,CLRD,Kansas,1673,49.2,2900896.0,0.5767
1596,3131,2014,CLRD,Iowa,1915,47.7,3109504.0,0.6159
1597,3113,2014,CLRD,Indiana,4029,54.0,6593533.0,0.6111
1598,3095,2014,CLRD,Illinois,5631,39.2,12888962.0,0.4369
1599,3077,2014,CLRD,Idaho,819,45.8,1631479.0,0.502
1600,3059,2014,CLRD,Hawaii,313,17.1,1414862.0,0.2212
1601,3041,2014,CLRD,Georgia,4332,45.6,10069001.0,0.4302
1602,3023,2014,CLRD,Florida,11178,38.0,19860330.0,0.5628
1603,3005,2014,CLRD,District of Columbia,136,21.9,662513.0,0.2053
1604,2987,2014,CLRD,Delaware,458,40.2,932596.0,0.4911
1605,2969,2014,CLRD,Connecticut,1368,30.2,3594783.0,0.3806
1606,2951,2014,CLRD,Colorado,2451,47.2,5351218.0,0.45799999999999996
1607,2933,2014,CLRD,California,12780,32.0,38625139.0,0.3309
1608,2915,2014,CLRD,Arkansas,2092,58.9,2967726.0,0.7049
1609,2897,2014,CLRD,Arizona,3396,42.2,6733840.0,0.5043
1610,2879,2014,CLRD,Alaska,192,38.8,736307.0,0.2608
1611,2861,2014,CLRD,Alabama,3050,53.6,4842481.0,0.6298
1612,1907,2014,Alzheimer's disease,Wyoming,162,26.6,582548.0,0.2781
1613,1889,2014,Alzheimer's disease,Wisconsin,1876,25.0,5751974.0,0.3261
1614,1871,2014,Alzheimer's disease,West Virginia,620,25.5,1849467.0,0.3352
1615,1853,2014,Alzheimer's disease,Washington,3344,43.6,7052439.0,0.4742
1616,1835,2014,Alzheimer's disease,Virginia,1775,20.8,8312076.0,0.2135
1617,1817,2014,Alzheimer's disease,Vermont,266,31.9,625218.0,0.4255
1618,1799,2014,Alzheimer's disease,Utah,584,26.7,2937399.0,0.1988
1619,1781,2014,Alzheimer's disease,United States,93541,25.4,318386421.0,0.2938
1620,1763,2014,Alzheimer's disease,Texas,6772,30.0,26977142.0,0.251
1621,1745,2014,Alzheimer's disease,Tennessee,2672,38.1,6540826.0,0.4085
1622,1727,2014,Alzheimer's disease,South Dakota,434,36.2,849088.0,0.5111
1623,1709,2014,Alzheimer's disease,South Carolina,1938,37.4,4823793.0,0.4018
1624,1691,2014,Alzheimer's disease,Rhode Island,403,25.9,1056017.0,0.3816
1625,1673,2014,Alzheimer's disease,Pennsylvania,3486,18.3,12789101.0,0.2726
1626,1655,2014,Alzheimer's disease,Oregon,1411,28.5,3964106.0,0.3559
1627,1637,2014,Alzheimer's disease,Oklahoma,1227,28.9,3878367.0,0.3164
1628,1619,2014,Alzheimer's disease,Ohio,4083,27.7,11602973.0,0.3519
1629,1601,2014,Alzheimer's disease,North Dakota,364,36.2,737382.0,0.4936
1630,1583,2014,Alzheimer's disease,North Carolina,3246,30.5,9933944.0,0.3268
1631,1565,2014,Alzheimer's disease,New York,2639,10.7,19656330.0,0.1343
1632,1547,2014,Alzheimer's disease,New Mexico,442,18.9,2090342.0,0.2114
1633,1529,2014,Alzheimer's disease,New Jersey,1962,17.4,8866780.0,0.2213
1634,1511,2014,Alzheimer's disease,New Hampshire,396,24.0,1333223.0,0.297
1635,1493,2014,Alzheimer's disease,Nevada,606,23.8,2819012.0,0.215
1636,1475,2014,Alzheimer's disease,Nebraska,515,21.9,1879522.0,0.27399999999999997
1637,1457,2014,Alzheimer's disease,Montana,253,19.2,1021891.0,0.2476
1638,1439,2014,Alzheimer's disease,Missouri,2053,27.4,6056293.0,0.33899999999999997
1639,1421,2014,Alzheimer's disease,Mississippi,1098,35.2,2990623.0,0.3671
1640,1403,2014,Alzheimer's disease,Minnesota,1628,24.2,5451522.0,0.2986
1641,1385,2014,Alzheimer's disease,Michigan,3349,27.0,9930589.0,0.3372
1642,1367,2014,Alzheimer's disease,Massachusetts,1688,19.0,6763652.0,0.2496
1643,1349,2014,Alzheimer's disease,Maryland,934,14.5,5958165.0,0.1568
1644,1331,2014,Alzheimer's disease,Maine,434,22.7,1330760.0,0.3261
1645,1313,2014,Alzheimer's disease,Louisiana,1670,36.0,4644204.0,0.3596
1646,1295,2014,Alzheimer's disease,Kentucky,1523,32.1,4414483.0,0.345
1647,1277,2014,Alzheimer's disease,Kansas,790,21.9,2900896.0,0.2723
1648,1259,2014,Alzheimer's disease,Iowa,1313,29.6,3109504.0,0.4223
1649,1241,2014,Alzheimer's disease,Indiana,2204,29.4,6593533.0,0.3343
1650,1223,2014,Alzheimer's disease,Illinois,3266,21.9,12888962.0,0.2534
1651,1205,2014,Alzheimer's disease,Idaho,376,22.4,1631479.0,0.2305
1652,1187,2014,Alzheimer's disease,Hawaii,326,15.0,1414862.0,0.2304
1653,1169,2014,Alzheimer's disease,Georgia,2670,31.7,10069001.0,0.2652
1654,1151,2014,Alzheimer's disease,Florida,5874,18.8,19860330.0,0.2958
1655,1133,2014,Alzheimer's disease,District of Columbia,119,18.3,662513.0,0.1796
1656,1115,2014,Alzheimer's disease,Delaware,188,16.6,932596.0,0.2016
1657,1097,2014,Alzheimer's disease,Connecticut,923,18.4,3594783.0,0.2568
1658,1079,2014,Alzheimer's disease,Colorado,1364,27.4,5351218.0,0.2549
1659,1061,2014,Alzheimer's disease,California,12644,30.9,38625139.0,0.3274
1660,1043,2014,Alzheimer's disease,Arkansas,1193,34.8,2967726.0,0.402
1661,1025,2014,Alzheimer's disease,Arizona,2485,31.6,6733840.0,0.369
1662,1007,2014,Alzheimer's disease,Alaska,68,17.2,736307.0,0.0924
1663,989,2014,Alzheimer's disease,Alabama,1885,35.3,4842481.0,0.3893
1664,971,2014,All causes,Wyoming,4666,742.4,582548.0,8.0096
1665,953,2014,All causes,Wisconsin,50291,712.1,5751974.0,8.7433
1666,935,2014,All causes,West Virginia,22186,929.1,1849467.0,11.9959
1667,917,2014,All causes,Washington,52099,672.9,7052439.0,7.3874
1668,899,2014,All causes,Virginia,63598,717.5,8312076.0,7.6513
1669,881,2014,All causes,Vermont,5623,694.8,625218.0,8.9937
1670,863,2014,All causes,Utah,16719,709.6,2937399.0,5.6918
1671,845,2014,All causes,United States,2626418,724.6,318386421.0,8.2492
1672,827,2014,All causes,Texas,183912,745.3,26977142.0,6.8173
1673,809,2014,All causes,Tennessee,64661,880.0,6540826.0,9.8858
1674,791,2014,All causes,South Dakota,7507,710.4,849088.0,8.8413
1675,773,2014,All causes,South Carolina,45454,829.1,4823793.0,9.4229
1676,755,2014,All causes,Rhode Island,9770,700.9,1056017.0,9.2517
1677,737,2014,All causes,Pennsylvania,128434,750.2,12789101.0,10.0425
1678,719,2014,All causes,Oregon,34151,706.7,3964106.0,8.6151
1679,701,2014,All causes,Oklahoma,38464,897.5,3878367.0,9.9176
1680,683,2014,All causes,Ohio,114509,810.0,11602973.0,9.8689
1681,665,2014,All causes,North Dakota,6184,692.7,737382.0,8.3864
1682,647,2014,All causes,North Carolina,85367,775.9,9933944.0,8.5935
1683,629,2014,All causes,New York,149944,636.5,19656330.0,7.6283
1684,611,2014,All causes,New Mexico,17579,749.6,2090342.0,8.4096
1685,593,2014,All causes,New Jersey,71316,665.7,8866780.0,8.0431
1686,575,2014,All causes,New Hampshire,11516,706.2,1333223.0,8.6377
1687,557,2014,All causes,Nevada,21793,749.2,2819012.0,7.7307
1688,539,2014,All causes,Nebraska,15978,718.2,1879522.0,8.5011
1689,521,2014,All causes,Montana,9381,732.1,1021891.0,9.18
1690,503,2014,All causes,Missouri,58320,807.0,6056293.0,9.6297
1691,485,2014,All causes,Mississippi,30557,937.6,2990623.0,10.2176
1692,467,2014,All causes,Minnesota,41445,647.0,5451522.0,7.6025
1693,449,2014,All causes,Michigan,93914,783.7,9930589.0,9.457
1694,431,2014,All causes,Massachusetts,55200,663.0,6763652.0,8.1613
1695,413,2014,All causes,Maryland,45867,699.5,5958165.0,7.6982
1696,395,2014,All causes,Maine,13510,739.0,1330760.0,10.1521
1697,377,2014,All causes,Louisiana,43869,894.2,4644204.0,9.446
1698,359,2014,All causes,Kentucky,44838,906.3,4414483.0,10.157
1699,341,2014,All causes,Kansas,25793,759.3,2900896.0,8.8914
1700,323,2014,All causes,Iowa,29190,722.9,3109504.0,9.3873
1701,305,2014,All causes,Indiana,60940,822.3,6593533.0,9.2424
1702,287,2014,All causes,Illinois,105293,726.0,12888962.0,8.1692
1703,269,2014,All causes,Idaho,12613,723.8,1631479.0,7.731
1704,251,2014,All causes,Hawaii,10767,588.7,1414862.0,7.6099
1705,233,2014,All causes,Georgia,76887,801.9,10069001.0,7.636
1706,215,2014,All causes,Florida,185956,662.0,19860330.0,9.3632
1707,197,2014,All causes,District of Columbia,4723,743.8,662513.0,7.1289
1708,179,2014,All causes,Delaware,8260,734.0,932596.0,8.857000000000001
1709,161,2014,All causes,Connecticut,29860,646.5,3594783.0,8.3065
1710,143,2014,All causes,Colorado,35237,664.4,5351218.0,6.5849
1711,125,2014,All causes,California,245929,605.7,38625139.0,6.3671
1712,107,2014,All causes,Arkansas,30467,883.7,2967726.0,10.2661
1713,89,2014,All causes,Arizona,51538,661.7,6733840.0,7.6536
1714,72,2014,All causes,Alaska,4128,736.8,736307.0,5.6064
1715,54,2014,All causes,Alabama,50215,909.1,4842481.0,10.3697
1716,10281,2013,Unintentional injuries,Wyoming,325,55.2,582123.0,0.5583
1717,10264,2013,Unintentional injuries,Wisconsin,2969,46.8,5736952.0,0.5175
1718,10247,2013,Unintentional injuries,West Virginia,1395,71.7,1853873.0,0.7525
1719,10230,2013,Unintentional injuries,Washington,2826,38.7,6962906.0,0.4059
1720,10213,2013,Unintentional injuries,Virginia,2951,34.9,8253053.0,0.3576
1721,10196,2013,Unintentional injuries,Vermont,352,49.6,626212.0,0.5621
1722,10179,2013,Unintentional injuries,Utah,1103,43.4,2897927.0,0.3806
1723,10162,2013,Unintentional injuries,United States,130557,39.4,316057727.0,0.4131
1724,10144,2013,Unintentional injuries,Texas,9395,37.0,26489464.0,0.3547
1725,10127,2013,Unintentional injuries,Tennessee,3540,52.7,6493432.0,0.5452
1726,10110,2013,Unintentional injuries,South Dakota,425,46.7,842270.0,0.5046
1727,10093,2013,Unintentional injuries,South Carolina,2287,46.6,4764153.0,0.48
1728,10076,2013,Unintentional injuries,Rhode Island,537,45.3,1055122.0,0.5089
1729,10059,2013,Unintentional injuries,Pennsylvania,6359,44.9,12776621.0,0.4977
1730,10042,2013,Unintentional injuries,Oregon,1755,40.1,3922908.0,0.4474
1731,10025,2013,Unintentional injuries,Oklahoma,2474,62.7,3853205.0,0.6421
1732,10008,2013,Unintentional injuries,Ohio,5497,45.0,11576576.0,0.4748
1733,9991,2013,Unintentional injuries,North Dakota,326,41.7,721999.0,0.4515
1734,9974,2013,Unintentional injuries,North Carolina,4324,42.7,9843599.0,0.4393
1735,9957,2013,Unintentional injuries,New York,5927,27.8,19628043.0,0.302
1736,9940,2013,Unintentional injuries,New Mexico,1245,59.0,2092792.0,0.5949
